customer_name,customer_email,customer_gender,customer_age_group,customer_loyalty_program,product_category,product_sub_category,product_name,product_rating,product_review_text,product_return_status,product_issue_type,order_id,order_status,purchase_mode,payment_mode,discount_applied,store_location,delivery_status,order_fulfillment_time,response_time,follow_up_required,feedback_date,feedback_category,feedback_sub_category,sentiment,customer_sentiment_score,feedback_text_length,customer_support_rating,resolution_status,staff_name,staff_email
Maria Kerr,williammueller@example.org,Other,35-44,No,Groceries,Furniture,integrate plug-and-play channels,2,"Quality quality give item. Teacher box contain mind also. Beat enjoy so defense law single development.
Guy book book right third factor major. New hope specific she face short back fact.",No,Not as Described,312925e9-22a2-4431-89c6-1168c4a01e3c,Confirmed,Online,UPI,Yes,London,Delivered,6,11,Yes,2024-03-18,Service,Poor,Positive,0.6595976744865404,177,5,Not Resolved,Karen Taylor,bondcourtney@example.com
Jennifer Mcneil,weberkelly@example.org,Female,45-54,No,Personal Care,Pens,visualize scalable web services,1,"Congress travel short threat feeling.
Visit similar catch response him country. Pass themselves street win next weight rock. Base I election author expect think.",No,Missing Parts,723c1742-d584-4259-b81b-84781d9c40be,Not Confirmed,Online,Cash,No,London,Shipped,6,20,No,2024-08-17,Usability,Good,Positive,0.49770066473319363,127,2,Resolved,Regina Rodriguez,rachelstone@example.net
Levi Lane,angela82@example.com,Female,45-54,No,Groceries,Pencils,brand holistic networks,1,Nor me establish might study. Successful heart bad chance indicate pretty I political. Subject hope tough dark itself green computer.,Yes,Not as Described,1fbbd84d-f186-4ae2-ae75-115fc19e650d,Not Confirmed,Offline,UPI,No,Los Angeles,Shipped,4,19,No,2024-04-21,Customer Support,Excellent,Negative,0.585312437906041,159,2,Not Resolved,Kathleen Friedman,dvalenzuela@example.net
Phillip Reed,jillwilson@example.com,Other,35-44,Yes,Stationery,Oral Care,whiteboard 24/365 experiences,1,Hot week figure type charge. What teacher four possible next wife.,Yes,Defective,6f64638e-b713-4e20-acae-5e0cc4f75870,Not Confirmed,Offline,UPI,Yes,Chicago,Shipped,4,2,Yes,2024-04-07,Service,Average,Positive,0.11898058272620271,132,3,Resolved,Matthew Hall,carolgarcia@example.org
Donna Williams,idiaz@example.com,Other,25-34,Yes,Groceries,Cleaning Supplies,matrix 24/365 platforms,2,"Speech east with management prove watch. Possible push fight trial shake apply.
Whom who teacher receive value. See his example knowledge.
Think start assume pattern away record professional.",Yes,Defective,e9fdfae9-dae5-4191-8ce7-7e1acf486d1a,Confirmed,Offline,Cash,No,Mumbai,Shipped,7,7,Yes,2024-10-22,Service,Poor,Neutral,-0.9139896567304526,157,1,Not Resolved,Karen Taylor,thompsondawn@example.org
Rebecca Drake,erichoward@example.com,Male,35-44,No,Personal Care,Vegetables,aggregate strategic mindshare,2,Feeling sure candidate young share seven. College ground crime very there.,No,Not as Described,7cdc881b-cea4-4242-94f6-47976daa57f2,Confirmed,Online,Card,Yes,New York,Shipped,5,2,Yes,2024-02-28,Usability,Excellent,Neutral,-0.760699937266754,157,4,Resolved,Kathleen Friedman,jeffreyleonard@example.com
Danielle Nguyen,laurapowell@example.org,Other,18-24,No,Kitchen Appliances,Oral Care,synergize out-of-the-box portals,3,"Several child war minute. Story share kitchen future drive according cold should.
Section energy seek citizen section final difficult population. Administration occur skin for western number.",No,Defective,c69296d0-ea65-4214-89b3-8b4035671379,Not Confirmed,Online,Cash,Yes,Chicago,Pending,3,13,Yes,2024-04-05,Quality,Average,Negative,-0.9690894180416503,160,5,Resolved,Kathleen Friedman,cwhite@example.com
Jay Jones,anthonywebb@example.net,Female,18-24,No,Kitchen Appliances,Skincare,iterate one-to-one e-business,4,"Operation material dinner high. Throw relationship dinner. Church ago area sing cover interesting.
Own read west. Skin enough address scientist only. Despite left also debate great.",No,Defective,d61bde57-0683-4584-a9a8-21030d09a772,Not Confirmed,Offline,UPI,No,Chicago,Pending,4,5,No,2024-06-03,Quality,Poor,Negative,-0.9718163846160739,70,4,Not Resolved,Kathleen Friedman,rachelstone@example.net
Grace Cole,josephlee@example.org,Other,55+,No,Groceries,Snacks,harness open-source action-items,2,"Note memory now above. Claim director American buy down. Arm part ask.
Road manager attack they former. Question thus finish through minute base act.",No,Defective,226aafb6-fd49-45be-9cdc-b4485e6eafb9,Confirmed,Online,Cash,No,Mumbai,Shipped,7,18,Yes,2024-05-31,Customer Support,Good,Neutral,-0.020319787160574254,184,5,Not Resolved,Sarah Gill,rachelstone@example.net
James Duncan,samanthablack@example.org,Female,55+,No,Groceries,Vegetables,seize viral systems,2,"Style owner start total example. Discover year live knowledge. Form foot door around nature power occur.
Manage former summer whose. Still all certainly.",No,Other,4b5ca54a-6ad2-4c84-9d1a-e5f8c4c217f3,Not Confirmed,Offline,UPI,Yes,Mumbai,Delivered,4,13,Yes,2024-08-24,Customer Support,Poor,Negative,-0.3249461748236411,144,1,Not Resolved,Jason Howell,carolgarcia@example.org
Joshua Todd,wardthomas@example.org,Other,25-34,Yes,Groceries,Microwaves,scale real-time mindshare,4,Expect take space technology. Possible partner always wish hard include once food. Executive during program official despite education most. Support people something read.,No,Missing Parts,57359895-be65-486f-9e53-c993fc69ddfe,Confirmed,Offline,Card,Yes,Los Angeles,Shipped,2,2,Yes,2024-01-16,Price,Good,Negative,-0.14540107238966016,97,1,Not Resolved,Sarah Gill,rachelstone@example.net
Eric Hernandez,smithjeffrey@example.org,Male,35-44,No,Personal Care,Pens,drive customized e-services,3,"Hospital support send no short probably. Sea defense already son.
Many push to around. Official senior soldier list.",No,Not as Described,77fd909c-01c4-4336-9f33-a3de1009701a,Not Confirmed,Online,Card,No,New York,Shipped,1,20,No,2024-01-08,Usability,Average,Negative,0.8014002901041255,72,1,Not Resolved,Regina Rodriguez,rachelstone@example.net
Dylan Morgan,sdavis@example.com,Other,25-34,No,Household Items,Pens,envisioneer extensible relationships,4,"Investment plan despite loss often a. Certain significant site structure tough.
Senior sound pretty operation force relationship than plant. Interesting newspaper popular exist.",No,Defective,b1681a10-957c-4e45-aed2-3db768daa1c5,Not Confirmed,Online,Card,Yes,London,Shipped,2,3,Yes,2024-04-23,Usability,Poor,Neutral,0.27529335473924776,169,3,Not Resolved,Paul Brown,thomas01@example.org
Pamela Evans,kelli02@example.net,Other,35-44,Yes,Stationery,Paper,evolve frictionless mindshare,2,"Within fast social rest wide party. Major he even increase art.
Inside north top over. Such against deep north community how air strategy.",No,Missing Parts,1d9cfa87-29eb-4eea-97a3-7934d11f1ae8,Not Confirmed,Online,Cash,Yes,London,Shipped,7,20,Yes,2024-11-22,Service,Excellent,Positive,-0.9328808002988607,177,1,Resolved,Linda Barber,dvalenzuela@example.net
Ryan Turner,john17@example.net,Other,25-34,Yes,Groceries,Pencils,generate cross-platform web services,1,"Traditional morning three smile provide fear trip. Offer result material analysis.
Responsibility commercial allow war. Rest serious fund stop understand movement. Sign then along.",Yes,Missing Parts,2ef88f8e-89ac-4f39-bced-91caf8adc010,Not Confirmed,Offline,Cash,No,Los Angeles,Shipped,3,14,Yes,2024-10-01,Quality,Poor,Positive,-0.25371963316865287,187,2,Not Resolved,Karen Taylor,thompsondawn@example.org
Martin Reed,jonathan46@example.com,Female,25-34,No,Groceries,Microwaves,synthesize B2B systems,3,"Everything water American probably community black national Mrs. Agency in laugh campaign dinner.
Face mother oil. Teacher speak produce play.",No,Missing Parts,39c8fd13-7815-40b1-87ab-8dcce3384138,Confirmed,Offline,Card,Yes,Los Angeles,Delivered,2,23,Yes,2024-09-20,Service,Good,Negative,-0.3645322222602114,172,4,Not Resolved,Kathleen Friedman,bondcourtney@example.com
Mark Lopez,cboyle@example.com,Other,18-24,No,Groceries,Furniture,productize leading-edge e-tailers,5,"Area degree base big. Debate eye knowledge relate property idea perhaps.
Call camera national blood. Play son cause with.",No,Not as Described,a1b15a60-b14b-47a7-94eb-8d08e4e0f637,Not Confirmed,Online,UPI,Yes,Mumbai,Delivered,6,19,No,2024-01-25,Price,Good,Negative,-0.7820776746071423,194,1,Not Resolved,Rebecca Banks,cwhite@example.com
Mandy Smith,bookerbrooke@example.com,Female,45-54,No,Household Items,Paper,reinvent efficient architectures,4,"Never away national ahead management. Right this single course who vote simple occur. Nation radio land there before find.
Rock budget man product police. Possible option environmental speech.",No,Not as Described,3c123c40-a858-4be5-9599-82759be2990b,Confirmed,Online,Card,Yes,Mumbai,Shipped,2,23,Yes,2024-10-04,Delivery,Average,Positive,0.9180301216849032,190,3,Resolved,Regina Rodriguez,mcraig@example.com
Eric Soto,nmurray@example.com,Female,45-54,No,Groceries,Bedding,redefine innovative architectures,3,Employee senior adult avoid organization few. Happy long forward how future hit around. Special eight real resource director do.,Yes,Not as Described,e25e89fb-591e-4363-95db-5ea374caab8d,Confirmed,Online,Cash,No,London,Delivered,6,13,No,2024-08-17,Price,Average,Positive,-0.7533260546521741,111,5,Resolved,Linda Barber,dvalenzuela@example.net
Lori Ballard,rachel76@example.net,Male,18-24,No,Groceries,Microwaves,e-enable innovative content,4,Say ten performance clear different on. Suddenly rather natural image because break low car.,Yes,Defective,3b59b433-1640-4263-a3c2-c2a1bc9514e3,Confirmed,Offline,UPI,No,Los Angeles,Delivered,1,21,Yes,2024-04-07,Quality,Excellent,Positive,0.7659943735474877,176,5,Resolved,Paul Brown,thomas01@example.org
Mary Vega,drakemaria@example.org,Female,35-44,No,Household Items,Paper,leverage viral e-markets,3,"Wall off media student mission should. Free air see near other only never.
Affect knowledge measure later science. Seven quality draw until. Anyone figure store eat.",No,Other,ca7a2e38-fa4b-4198-8089-4f3c594906d4,Not Confirmed,Offline,Cash,No,Mumbai,Shipped,1,22,No,2024-08-02,Usability,Excellent,Positive,0.25043888320876495,180,1,Not Resolved,Linda Barber,cwhite@example.com
Michael Yates,laurenbutler@example.org,Male,25-34,No,Kitchen Appliances,Hair Care,enhance best-of-breed channels,3,"Rise call current near wall shake. Institution dinner type area. Value of difference a less friend.
Prepare specific doctor it. Mean what see whom.",No,Defective,ae5fe492-8837-4811-9de4-8f0464d4bff7,Not Confirmed,Offline,Card,Yes,Mumbai,Delivered,4,23,No,2024-06-10,Delivery,Excellent,Negative,-0.2910318810440857,150,3,Not Resolved,Matthew Hall,mcraig@example.com
Wayne Paul,jason63@example.org,Female,55+,No,Personal Care,Paper,integrate wireless web services,2,While inside inside some month begin truth. Son study little newspaper sell southern turn.,No,Missing Parts,633c3e7d-12a4-4a75-bd8c-d10404221a8c,Confirmed,Offline,UPI,Yes,Mumbai,Shipped,2,9,Yes,2024-11-27,Usability,Average,Negative,-0.9014974852639337,128,4,Not Resolved,Rodney Hunt,rachelstone@example.net
Ryan Roberts,afletcher@example.org,Male,18-24,Yes,Stationery,Notebooks,integrate clicks-and-mortar solutions,2,"Three skin story call step owner. Threat step value region field identify protect. Then within baby where answer history.
Seek suddenly free reason investment. Old particular coach physical affect.",Yes,Defective,8f48a775-2f24-4733-a91f-b9aa022cc9dc,Confirmed,Offline,Card,Yes,London,Pending,6,20,No,2024-04-07,Service,Average,Negative,0.782334091531814,96,3,Resolved,Rebecca Banks,amandabrady@example.org
Vincent White,matthewanderson@example.org,Male,25-34,Yes,Stationery,Paper,streamline 24/7 action-items,1,"Movie nice style onto financial ready wear. Idea PM view collection later book.
Data kid serious before it. Sea sure either language Democrat city from.",No,Missing Parts,436b43ee-91f9-48b3-87c4-1b946e8c3aac,Not Confirmed,Offline,UPI,Yes,New York,Delivered,7,2,Yes,2024-01-07,Usability,Poor,Negative,0.6371033772510062,190,1,Not Resolved,Karen Taylor,bondcourtney@example.com
Wanda Turner,jacksoncrystal@example.org,Other,35-44,Yes,Kitchen Appliances,Bedding,transform distributed content,4,"Down history mouth nature road think. Able team lose yeah. Customer main radio friend.
Able myself see tree.
Agency light PM product player.",Yes,Not as Described,01a861a3-4a46-486a-9ed4-8d2efed4a71f,Not Confirmed,Online,Cash,No,Mumbai,Pending,1,9,No,2024-01-04,Usability,Excellent,Negative,-0.2420586678696084,108,2,Not Resolved,Kathleen Friedman,rachelstone@example.net
Carol Mckenzie,barbara06@example.org,Other,18-24,Yes,Personal Care,Beverages,enhance visionary platforms,5,"Response single piece perform. Job yet serious operation. Boy meeting hair social wife apply.
Speech side learn as stay moment. Member team son. Commercial happen audience indeed sing international.",No,Defective,6d52e4b9-0efd-41dd-af94-093b231d6b4c,Confirmed,Offline,UPI,Yes,Los Angeles,Pending,3,11,Yes,2024-05-10,Quality,Poor,Positive,0.849807912984667,188,5,Resolved,Sarah Gill,thompsondawn@example.org
Catherine Fletcher,victorjones@example.org,Male,18-24,No,Stationery,Pens,orchestrate transparent methodologies,1,"Citizen after cell. Movie when by risk.
Beyond issue professor film. Letter his staff challenge improve. What see body.",No,Not as Described,c1af6f94-1676-456b-a5f4-de675bb0c6c3,Not Confirmed,Online,Cash,No,Mumbai,Delivered,1,18,Yes,2024-01-07,Customer Support,Poor,Positive,-0.5099440687173771,153,4,Not Resolved,Paul Brown,jeffreyleonard@example.com
Mark Norman,jonesmatthew@example.com,Male,45-54,Yes,Groceries,Skincare,deploy strategic deliverables,5,"Raise exactly perhaps call. By skill commercial letter interesting sport.
Western drug identify. People Mrs exist stay involve rather. Popular however allow. Provide low war yes.",Yes,Not as Described,2b14b12e-4ad4-4d0f-b94b-0d0332358855,Confirmed,Online,Cash,No,Chicago,Shipped,1,15,No,2024-01-28,Delivery,Poor,Negative,0.7802170405808004,71,2,Resolved,Sarah Gill,dvalenzuela@example.net
Casey Simmons,hmorris@example.net,Other,55+,No,Kitchen Appliances,Pencils,visualize B2C portals,4,"Artist here ten bag. Range fast reality agency treat.
Environmental official owner wall man. Popular score performance learn leave poor. Race build key beyond often easy.",Yes,Defective,be710390-9300-47a9-a900-ef946bcb3487,Confirmed,Online,Cash,No,London,Delivered,4,12,No,2024-11-04,Delivery,Average,Positive,-0.14572098111077492,192,4,Resolved,Paul Brown,dvalenzuela@example.net
Allison Wade,farmstrong@example.com,Other,35-44,Yes,Household Items,Beverages,implement compelling niches,4,Technology go various outside. Anything tree garden. Character member reduce establish collection much.,Yes,Missing Parts,02c33d02-cd11-409f-9661-78faa28218b3,Confirmed,Online,UPI,No,New York,Delivered,2,16,Yes,2024-05-29,Price,Average,Neutral,-0.5206579747263558,109,5,Resolved,Rebecca Banks,bondcourtney@example.com
Rhonda Hancock,amynewman@example.com,Other,18-24,No,Household Items,Bedding,synergize customized eyeballs,1,Take nearly personal laugh certain participant. Simple draw prove what play black evening.,Yes,Missing Parts,d2a5727c-cec0-4696-af16-610e7d0ff964,Confirmed,Offline,Card,Yes,New York,Shipped,3,14,No,2024-06-26,Service,Average,Neutral,-0.8608631177134853,183,5,Resolved,Rebecca Banks,bondcourtney@example.com
Shawn Riley,khouston@example.org,Male,25-34,No,Kitchen Appliances,Vegetables,deliver cross-platform content,4,Feeling return partner husband arm able factor gun. Their state senior. Think son because finish. Choose can ahead.,Yes,Defective,c7b9aa0b-87c1-49cb-9ae6-1bf3e32f0b73,Confirmed,Online,UPI,Yes,Mumbai,Pending,7,15,Yes,2024-07-16,Quality,Average,Neutral,-0.6459120696442859,175,1,Not Resolved,Rebecca Banks,dvalenzuela@example.net
Jason Romero,howardalyssa@example.net,Male,45-54,No,Personal Care,Furniture,expedite end-to-end deliverables,5,"Season far inside. Environmental oil more way night.
Culture evening arm however of. Believe kid pull board agency work subject. Air still partner quite available commercial.",Yes,Defective,d71dce1b-0d42-4fbd-897c-73e9803bccf5,Confirmed,Offline,Card,No,New York,Delivered,4,16,Yes,2024-08-26,Delivery,Excellent,Negative,0.2868123653653125,150,5,Resolved,Jason Howell,dvalenzuela@example.net
Julia Richmond,carrolldonna@example.org,Female,35-44,No,Household Items,Pencils,incentivize end-to-end functionalities,3,"Home education when easy. Leg result executive across floor. Turn half scientist film until.
Company above have these. Responsibility practice whom benefit work traditional or.",No,Not as Described,9b3d7e35-a814-447c-8eb4-8d45a06e4da8,Not Confirmed,Offline,Card,No,Chicago,Shipped,5,19,No,2024-10-26,Customer Support,Average,Negative,-0.09581505639660115,187,1,Resolved,Matthew Hall,thompsondawn@example.org
